#小鹤音形文本码表for PC搜狗拼音自定义短语
#用户许可协议：
#1.何海峰为“小鹤双拼、小鹤音形”输入方案的作者。
#2.本码表受著作权保护，只限您私人使用，不得修改和发布。
#3.未经授权，不得将本码表用于商业用途。
#著作权人：何海峰
#官方网站：flypy.com   QQ群：182883808
#本表贴入搜狗拼音自定义短语使用
jike,1=即可
jugy,1=娇生惯养
juhc,1=句号
juhe,1=聚合
juhl,1=橘黄
juhf,1=精神焕发
juhh,1=借尸还魂
juhs,1=惊世骇俗
juhv,1=聚会
juhx,1=菊花
juhz,1=居后
juis,1=寄生虫
juia,1=据查
juid,1=积少成多
juig,1=据称
juih,1=剧场
juii,1=锯齿
juir,1=据传
juit,1=聚沙成塔
juiu,1=举出
juiy,1=积水成渊
jujb,1=拘谨
juji,1=聚集
jujm,1=举荐
jujn,1=聚焦
jujt,1=拒绝
juju,1=今生今世
jujx,1=居家
jukr,1=巨款
julh,1=巨浪
juli,1=举例
julp,1=剧烈
julq,1=拘留
juls,1=巨龙
jult,1=近水楼台
julu,1=就事论事
july,1=近水楼台先得月
jumb,1=居民
jumm,1=局面
jumo,1=句末
jumu,1=剧目
junm,1=几十年
juna,1=拘拿
juni,1=拘泥
junt,1=劫数难逃
junq,1=几十年前
junl,1=几十年来
junr,1=几十年如一日
jupa,1=惧怕
jupw,1=拒赔
juqi,1=举起
juqk,1=剧情
juqm,1=居前
juqr,1=俱全
juqw,1=决胜千里之外
juqb,1=见识浅薄
jurf,1=巨人
jurh,1=江山如画
jurj,1=居然
jush,1=沮丧
juse,1=惧色
jusj,1=聚散
juso,1=居所
juth,1=锦上添花
juti,1=具体
jutn,1=锯条
jutr,1=剧团
juts,1=剧痛
jutq,1=九省通衢
juui,1=局势
juuo,1=据说
juuu,1=拘束
juuz,1=拒收
juvc,1=剧照
juve,1=举着
juvf,1=矩阵
juvg,1=举证
juvh,1=局长
juvi,1=举止
juvl,1=举手之劳
juvm,1=举世瞩目
juvs,1=居中
juvu,1=居住
juvy,1=经世致用
juvq,1=积善之家，必有余庆
juwd,1=局外
juwk,1=金石为开
juwm,1=举世闻名
juwu,1=举世无双
juww,1=句尾
juxb,1=居心
juxi,1=据悉
juxk,1=举行
juxl,1=及时行乐
juxm,1=局限
juxp,1=巨蟹
juya,1=拘押
juyd,1=尽收眼底
juyg,1=江山易改
juyr,1=剧院
juyu,1=局域
juyy,1=骄奢淫逸
juyz,1=具有
juzf,1=今是昨非
juzg,1=剧增
juzh,1=洁身自好
juzi,1=句子
juzj,1=经史子集
juzu,1=剧组
juyh,1=建设银行
jvbu,1=紧追不舍
jvbd,1=见诸报端
jvbg,1=精忠报国
jvbj,1=接踵比肩
jvby,1=久治不愈
jvbq,1=坚贞不屈
jvcx,1=绝知此事要躬行
jvdc,1=就知道
jvdl,1=就知道了
jvdw,1=就知道玩
jvev,1=接踵而至
jvel,1=接踵而来
jvfg,1=鸡爪疯
jvgz,1=九寨沟
jvgr,1=价值观
jvgu,1=金针菇
jviv,1=见招拆招
jvjk,1=假正经
jvjz,1=尽职尽责
jvjl,1=集中精力
jvke,1=急诊科
jvl,1=竞争力
jvli,1=价值连城
jvlg,1=加州理工
jvle,1=记住了
jvme,1=就这么
jvmw,1=拒之门外
jvmb,1=就这么办
jvmt,1=紧皱眉头
jvnf,1=积重难返
jvqi,1=鸠占鹊巢
jvri,1=截止日
jvrq,1=举重若轻
jvrn,1=禁止入内
jvui,1=简直是
jvuc,1=举止失措
jvuv,1=急中生智
jvvi,1=近朱者赤
jvvh,1=近朱者赤，近墨者黑
jvvx,1=急转直下
jvwu,1=建筑物
jvwb,1=夹着尾巴
jvxm,1=甲状腺
jvxw,1=街知巷闻
jvy,1=就这样
jvyb,1=就这样吧
jvyl,1=就这样了
jvyg,1=教职员工
jvyy,1=金枝玉叶
jvyz,1=今朝有酒今朝醉
jvyh,1=击中要害
jvyu,1=就职于
jvyj,1=肩周炎
jvyc,1=仅止于此
jvzv,1=句斟字酌
jvdx,1=加州大学
jwbj,1=既往不咎
jwcj,1=金屋藏娇
jwds,1=居无定所
jwdm,1=久闻大名
jwfm,1=泾渭分明
jwgv,1=矫枉过正
jwhv,1=居委会
jwiu,1=教无常师
jwjq,1=鸡尾酒
jwjy,1=绝无仅有
jwkl,1=继往开来
jwle,1=就为了
jwnm,1=几万年
jwnr,1=家无宁日
jwrf,1=局外人
jwsv,1=据我所知
jwtr,1=惊为天人
jwtc,1=救亡图存
jwth,1=精卫填海
jwui,1=家务事
jwuv,1=节外生枝
jwvg,1=健忘症
jwvr,1=局外之人
jwvv,1=见微知著
jwvy,1=极为重要
jwvz,1=九五之尊
jwxx,1=基围虾
jwzi,1=金无足赤
jxao,1=夹袄
jxbb,1=嘉宾
jxbg,1=驾崩
jxbi,1=假币
jxbj,1=加班
jxbl,1=居心不良
jxbm,1=敬谢不敏
jxbw,1=加倍
jxbu,1=酒香不怕巷子深
jxbx,1=将心比心
jxcd,1=家财
jxcg,1=夹层
jxch,1=加仓
jxci,1=加词
jxcu,1=加粗
jxcj,1=加餐
jxda,1=加大
jxdc,1=驾到
jxdd,1=夹带
jxde,1=假的
jxdh,1=家当
jxdi,1=家底
jxdk,1=假定
jxdm,1=家电
jxdn,1=嫉贤妒能
jxdp,1=惊心动魄
jxdj,1=匠心独具
jxfa,1=加法
jxff,1=加分
jxfg,1=夹缝
jxfh,1=甲方
jxfu,1=家父
jxfw,1=钾肥
jxge,1=价格
jxgd,1=加盖
jxgj,1=甲肝
jxgs,1=加工
jxgu,1=加固
jxgv,1=家规
jxgw,1=嫁给
jxgz,1=架构
jxhc,1=加号
jxhd,1=加害
jxho,1=家伙
jxhu,1=锦绣河山
jxhx,1=假话
jxhy,1=交相辉映
jxhz,1=加厚
jxia,1=价差
jxic,1=假钞
jxie,1=驾车
jxiy,1=甲醇
jxig,1=加成
jxih,1=加长
jxij,1=家产
jxii,1=加持
jxiu,1=家畜
jxiz,1=家丑
jxjb,1=加紧
jxjl,1=嘉奖
jxjk,1=家境
jxjm,1=加减
jxjn,1=家教
jxjp,1=嫁接
jxjq,1=假酒
jxju,1=家具
jxjx,1=加价
jxjy,1=将信将疑
jxkk,1=加快
jxke,1=夹克
jxkr,1=加宽
jxks,1=架空
jxkh,1=甲亢
jxlb,1=驾临
jxld,1=接下来
jxle,1=加了
jxli,1=家里
jxlk,1=驾龄
jxlu,1=敬贤礼士
jxma,1=加码
jxmc,1=假冒
jxmf,1=家门
jxmg,1=加盟
jxmi,1=加密
jxmj,1=加满
jxmk,1=假名
jxmm,1=加冕
jxmu,1=价目
jxmw,1=假寐
jxna,1=加纳
jxng,1=积习难改
jxnu,1=家奴
jxny,1=鲸吸牛饮
jxou,1=佳偶
jxpm,1=教学片
jxpb,1=家贫
jxpc,1=居心叵测
jxpg,1=加蓬
jxpu,1=家谱
jxql,1=加强
jxqi,1=假期
jxqb,1=家禽
jxqm,1=价钱
jxqy,1=加群
jxqn,1=架桥
jxqq,1=近乡情怯
jxqr,1=甲醛
jxqu,1=嫁娶
jxre,1=加热
jxrf,1=家人
jxri,1=假日
jxrj,1=戛然
jxro,1=假若
jxru,1=加入
jxry,1=吉祥如意
jxsu,1=加速
jxsd,1=加赛
jxsi,1=家私
jxso,1=枷锁
jxsq,1=见贤思齐
jxtk,1=家庭
jxtn,1=假条
jxua,1=袈裟
jxue,1=假设
jxuf,1=加深
jxuk,1=假摔
jxug,1=夹生
jxuh,1=加上
jxui,1=驾驶
jxuj,1=假山
jxuo,1=假说
jxuu,1=家属
jxuv,1=加水
jxuw,1=谨小慎微
jxuz,1=加收
jxvc,1=驾照
jxve,1=夹着
jxvg,1=家政
jxvd,1=家宅
jxvh,1=家长
jxvi,1=价值
jxvl,1=假装
jxvs,1=加重
jxvz,1=假戏真做
jxwb,1=吉凶未卜
jxwf,1=加温
jxwu,1=家务
jxww,1=价位
jxxb,1=加薪
jxxe,1=居心险恶
jxxi,1=加息
jxxk,1=嘉兴
jxxl,1=家乡
jxxn,1=驾校
jxxt,1=家学
jxxu,1=嘉许
jxxy,1=家训
jxy,1=仅限于
jxyc,1=佳肴
jxye,1=家业
jxyh,1=家养
jxyi,1=加以
jxyr,1=家园
jxys,1=家用
jxyu,1=驾驭
jxyw,1=九霄云外
jxyy,1=家学渊源
jxyk,1=惊喜欲狂
jxyz,1=加油
jxyt,1=交响乐
jxyd,1=机械运动
jxza,1=夹杂
jxzc,1=假造
jxzd,1=加载
jxzi,1=架子
jxzo,1=佳作
jxzu,1=家族
jxzw,1=家贼
jxpd,1=加派
jybu,1=进一步
jybw,1=军备
jyci,1=近义词
jycb,1=金银财宝
jycd,1=精于此道
jycs,1=假以辞色
jycx,1=决一雌雄
jydc,1=军刀
jydg,1=均等
jydh,1=解疑答惑
jydb,1=胶原蛋白
jydm,1=久仰大名
jydv,1=军队
jyf,1=九月份
jyff,1=均分
jyfh,1=军方
jyfl,1=奖优罚劣
jyfs,1=举一反三
jyfu,1=军服
jyfw,1=军费
jyfa,1=军阀
jygs,1=竣工
jyge,1=军歌
jygh,1=军港
jygr,1=军官
jygv,1=军规
jygt,1=紧要关头
jyhg,1=均衡
jyhc,1=军号
jyho,1=军火
jyhx,1=家喻户晓
jyhw,1=寄予厚望
jyif,1=君臣
jyie,1=军车
jyij,1=积忧成疾
jyiq,1=集腋成裘
jyji,1=军纪
jyjm,1=军舰
jyjp,1=俊杰
jyjx,1=均价
jyju,1=教育局
jyjg,1=家有家规
jyke,1=均可
jykn,1=极有可能
jylw,1=菌类
jylc,1=将遇良才
jyli,1=记忆力
jylk,1=军令
jylp,1=龟裂
jylv,1=军旅
jyly,1=金玉良言
jyma,1=骏马
jymb,1=军民
jymt,1=金玉满堂
jymw,1=俊美
jyng,1=均能
jynj,1=俊男
jyqh,1=机缘巧合
jyqi,1=急于求成
jyqj,1=精益求精
jyqn,1=俊俏
jyqr,1=军权
jyqu,1=军区
jyqk,1=军情
jyqw,1=金玉其外
jyrf,1=军人
jyrs,1=军容
jyso,1=交易所
jysh,1=骄阳似火
jysq,1=见异思迁
jysv,1=决一死战
jytj,1=均摊
jytr,1=军团
jyti,1=绝缘体
jytt,1=晶莹剔透
jyuf,1=决一胜负
jyuh,1=解疑释惑
jyui,1=军事
jyur,1=假以时日
jyux,1=谨言慎行
jyuv,1=经一事，长一智
jyvh,1=军长
jyvl,1=军装
jyvt,1=经验之谈
jyvu,1=君主
jywh,1=君王
jywu,1=均无
jywz,1=激扬文字
jyxy,1=军训
jyxb,1=军心
jyxi,1=均系
jyxl,1=军饷
jyxm,1=均线
jyxn,1=军校
jyxp,1=军械
jyxq,1=俊秀
jyyi,1=军医
jyyj,1=军演
jyyk,1=军营
jyys,1=军用
jyyt,1=军乐
jyyu,1=锦衣玉食
jyyw,1=见义勇为
jyyx,1=记忆犹新
jyyy,1=均匀
jyyz,1=均有
jyyr,1=鸡鸭鱼肉
jyyd,1=娇艳欲滴
jyz,1=脚丫子
jyzi,1=君子
jyzq,1=咎由自取
jzac,1=君子爱财
jzad,1=君子爱财，取之有道
jzbi,1=酒糟鼻
jzba,1=焦躁不安
jzbv,1=尽在不言中
jzdu,1=君子动口不动手
jzey,1=竭泽而渔
jzfb,1=酒足饭饱
jzhq,1=君子好逑
jzhs,1=尖嘴猴腮
jzgj,1=节奏感
jzgu,1=架子鼓
jzgq,1=君子固穷
jzjx,1=剧作家
jzlj,1=君子兰
jznf,1=家贼难防
jzpf,1=剑走偏锋
jzqv,1=举足轻重
jzta,1=金字塔
jzvi,1=近在咫尺
jzvj,1=君子之交
jzvp,1=金字招牌
jzxf,1=箭在弦上，不得不发
jzxd,1=捷足先登
jzxu,1=箭在弦上
jzyu,1=就在于
jzyq,1=近在眼前
jzyy,1=君子一言
jzyi,1=君子远庖厨
jzyv,1=君子一言，驷马难追
k,1=可
kkt,1=块
kd,1=开
keh,1=科
kz,1=口
kj,1=看
kk,1=快
kl,1=况
kru,1=款
ke,1=克
keb,1=客
kcl,1=考
ks,1=空
ky,1=困
ksf,1=控
khg,1=康
klu,1=矿
ko,1=扩
kc,1=靠
kuc,1=苦
kof,1=括
ka,1=卡
kug,1=库
kew,1=刻
kjg,1=刊
kv,1=亏
kh,1=抗
kkr,1=会
key,1=课
kxz,1=跨
kr,1=宽
kf,1=肯
kom,1=阔
kzfx,1=抠
kzf,1=扣
kyo,1=昆
ksz,1=孔
ksg,1=恐
kjq,1=勘
keg,1=颗
klm,1=框
kjtv,1=堪
kfgt,1=垦
kde,1=凯
kdx,1=慨
kg,1=坑
klq,1=狂
kuk,1=哭
ked,1=渴
ku,1=酷
kakk,1=喀
keu,1=壳
kch,1=烤
kjt,1=坎
kup,1=裤
kx,1=夸
kvdt,1=奎
kvx,1=愧
kemk,1=柯
kju,1=砍
kyt,1=坤
kfg,1=恳
kem,1=棵
kak,1=咖
kvg,1=魁
kvur,1=馈
kum,1=枯
kub,1=窟
kjr,1=侃
kyf,1=捆
kekk,1=呵
kvd,1=溃
kxt,1=垮
ket,1=坷
khf,1=扛
khx,1=慷
kdm,1=楷
klo,1=旷
kfk,1=啃
klow,1=眶
kex,1=恪
kvk,1=匮
kog,1=廓
kec,1=苛
kzb,1=寇
khh,1=炕
kzk,1=叩
klk,1=匡
khw,1=亢
kkv,1=筷
klv,1=筐
kvc,1=葵
kvb,1=窥
kek,1=咳
keum,1=磕
kcf,1=拷
khm,1=糠
kjm,1=槛
kdxj,1=恺
kgj,1=铿
kjo,1=瞰
kewk,1=珂
kcj,1=铐
kvu,1=盔
kgk,1=吭
kxf,1=挎
kko,1=脍
kvz,1=逵
kakb,1=咔
kvo,1=睽
kehg,1=稞
klg,1=邝
kyw,1=琨
kkc,1=蒯
kdf,1=揩
krg,1=髋
khr,1=伉
kvj,1=馗
kver,1=聩
kjmw,1=阚
kvko,1=喟
keo,1=瞌
kvbw,1=夔
kedm,1=溘
kei,1=轲
kebg,1=窠
kvv,1=篑
kve,1=岿
kdjb,1=锴
kjrl,1=龛
kekm,1=嗑
kyj,1=锟
kya,1=鲲
kdjj,1=铠
ksr,1=倥
kebk,1=疴
kse,1=崆
kvkt,1=喹
kvf,1=揆
kveg,1=隗
kxo,1=胯
kdxq,1=忾
kugk,1=骷
keiu,1=蝌
kkrs,1=侩
kfv,1=龈
kzc,1=蔻
kcm,1=栲
kee,1=岢
klt,1=圹
klkw,1=哐
kvr,1=傀
kjqg,1=戡
kcu,1=尻
kkd,1=浍
kdt,1=垲
kkre,1=郐
kus,1=绔
kcn,1=犒
kvot,1=暌
khj,1=钪
kxr,1=侉
kld,1=夼
kvzt,1=跬
kewr,1=颏
kfp,1=裉
kly,1=诳
kegg,1=髁
kded,1=剀
klyw,1=诓
ksv,1=箜
kvcr,1=蒉
kzcv,1=芤
kud,1=刳
kvxr,1=愦
kyaw,1=髡
kym,1=阃
kes,1=缂
kux,1=喾
kkq,1=狯
kls,1=纩
komk,1=栝
koi,1=蛞
koz,1=适
keq,1=氪
kemg,1=骒
kkk,1=哙
kvxl,1=悝
kvi,1=蝰
kao,1=胩
kdjk,1=锎
kdc,1=蒈
kjc,1=莰
khmj,1=闶
kej,1=锞
kzo,1=眍
kzv,1=筘
kw,1=剋
kchf,1=㸆
kcd,1=洘
kdh,1=炌
kep,1=牁
kehk,1=炣
kgu,1=硁
kht,1=𡐓
kha,1=𩾌
kjul,1=磡
kjii,1=衎
kje,1=崁
kjev,1=嵁
kjtl,1=墈
kkf,1=㧟
kka,1=鲙
kldw,1=洭
klqn,1=𫛭
ksu,1=硿
kuu,1=矻
kukf,1=圐
kvvg,1=戣
kvh,1=煃
kxn,1=姱
kyh,1=焜
kyft,1=堃
kyu,1=壸
kyon,1=鹍
kzgx,1=𫸩
kda,1=开
kedk,1=可
kzl,1=口
kjuo,1=看
klde,1=况
krur,1=款
ksfg,1=控
khgn,1=康
klug,1=矿
kofg,1=扩
kcnf,1=靠
kuck,1=苦
kofk,1=括
kau,1=卡
kugi,1=库
kjgd,1=刊
kvev,1=亏
khfj,1=抗
kktg,1=块
keyg,1=课
kxzk,1=跨
krb,1=宽
kfvo,1=肯
kzfk,1=扣
kyob,1=昆
kszv,1=孔
ksgx,1=恐
kjql,1=勘
klmw,1=框
kdej,1=凯
kdxv,1=慨
kgt,1=坑
klqw,1=狂
kukq,1=哭
kuy,1=酷
keuj,1=壳
kchv,1=烤
kjtr,1=坎
kupi,1=裤
kvxg,1=愧
kjur,1=砍
kytu,1=坤
kvgu,1=魁
kjrv,1=侃
kyfm,1=捆
kvdr,1=溃
kxtk,1=垮
khfg,1=扛
khxn,1=慷
kdmb,1=楷
klog,1=旷
kfko,1=啃
kvkr,1=匮
koge,1=廓
keck,1=苛
kzby,1=寇
khwj,1=亢
kkvg,1=筷
klvw,1=筐
kvct,1=葵
kvbe,1=窥
kekr,1=咳
kcfv,1=拷
khmn,1=糠
kjmm,1=槛
kgjt,1=铿
kjow,1=瞰
kcjv,1=铐
kvum,1=盔
kgkj,1=吭
kxfk,1=挎
kkos,1=脍
klge,1=邝
kywb,1=琨
kkcd,1=蒯
kdfb,1=揩
krge,1=髋
khrj,1=伉
keom,1=瞌
keik,1=轲
kvvr,1=篑
kvee,1=岿
kyjb,1=锟
kyab,1=鲲
ksrg,1=倥
kseg,1=崆
kvft,1=揆
kxok,1=胯
kfvg,1=龈
kzcy,1=蔻
kcmv,1=栲
keek,1=岢
kltg,1=圹
kvrg,1=傀
kkds,1=浍
kusk,1=绔
kcnk,1=犒
khjj,1=钪
kxrk,1=侉
kldi,1=夼
kfpg,1=裉
ksvg,1=箜
kesg,1=缂
kkqs,1=狯
klsg,1=纩
koik,1=蛞
kozk,1=适
keqe,1=氪
kkks,1=哙
kvit,1=蝰
kaob,1=胩
kdcb,1=蒈
kjcr,1=莰
kejg,1=锞
kzox,1=眍
kzvk,1=筘
kcdv,1=洘
kepk,1=牁
khtn,1=𡐓
khan,1=𩾌
kjer,1=崁
kkfk,1=㧟
kkas,1=鲙
ksug,1=硿
kvht,1=煃
kxnk,1=姱
kyhb,1=焜
kyuy,1=壸
kdac,1=开
kzla,1=口
kaub,1=卡
krbe,1=宽
kuyk,1=酷
kn,1=可能
kt,1=开头
km,1=昆明
ki,1=看出
kb,1=恐怖
kp,1=恐怕
kq,1=况且
kady,1=卡顿
kada,1=咔哒
kafw,1=咖啡
kahc,1=卡号
kaie,1=卡车
kaia,1=咔嚓
kaka,1=咔咔
kapm,1=卡片
kats,1=卡通
kaui,1=喀什
kavu,1=卡住
kbds,1=看不懂
kbdc,1=看不到
kbdx,1=口不对心
kbgr,1=看不惯
kbge,1=刻薄寡恩
kbgd,1=愧不敢当
kbi,1=看不出
kbij,1=溃不成军
kbiu,1=科班出身
kbil,1=看不出来
kbjm,1=看不见
kbju,1=可不就是
kbkj,1=看不看
kbkd,1=看不开
kbkf,1=肯不肯
kbky,1=可不可以
kbkn,1=可不可能
kblx,1=快步流星
kbmb,1=看不明白
kbqk,1=看不清
kbqi,1=看不起
kbrh,1=刻不容缓
kbtz,1=看不透
kbtd,1=看不太懂
kbui,1=可不是
kbuy,1=看不顺眼
kbv,1=靠不住
kbxk,1=可比性
kbxq,1=看不下去
kbyc,1=可不要
kbyx,1=口不应心
kbys,1=空不异色
kbzi,1=哭鼻子
kbzv,1=恐怖组织
kbpm,1=恐怖片
kcan,1=靠岸
kcbw,1=拷贝
kcbm,1=靠边
kcdm,1=考点
kcda,1=拷打
kcee,1=烤鹅
kcff,1=考分
kcgu,1=考古
kcgr,1=考官
kche,1=考核
kcho,1=烤火
kchz,1=靠后
kcia,1=考察
kcif,1=看菜吃饭
kcih,1=考场
kcjb,1=靠近
kcji,1=烤鸡
kcjn,1=烤焦
kcjq,1=考究
kcjr,1=考卷
kckc,1=考考
kcle,1=看错了
kcla,1=考拉
kclc,1=犒劳
kcll,1=考量
kcls,1=靠拢
kclu,1=烤炉
kclv,1=考虑
kcpu,1=靠谱
kcpk,1=考评
kcqb,1=考勤
kcqm,1=靠前
kcqu,1=考取
kcru,1=考入
kcrz,1=烤肉
kcti,1=考题
kcug,1=考生
kcuh,1=考上
kcui,1=考试
kcuj,1=靠山
kcvg,1=考证
kcve,1=靠着
kcvs,1=考中
kcwj,1=考完
kcwf,1=拷问
kcxl,1=烤箱
kcyj,1=考验
kcya,1=烤鸭
kdbj,1=开办
kdba,1=开拔
kdbo,1=开播
kdcd,1=开采
kdch,1=开仓
kdd,1=看得懂
kddh,1=空荡荡
kddc,1=开导
kddg,1=开灯
kddm,1=开店
kddr,1=开端
kdds,1=开动
kden,1=开恩
kdfa,1=开发
kdfg,1=开封
kdfh,1=开放
kdfj,1=开饭
kdfu,1=开赴
kdg,1=看得惯
kdgr,1=开关
kdgs,1=开工
kdgo,1=开国
kdge,1=凯歌
kdhk,1=开怀
kdhl,1=开荒
kdho,1=开火
kdhu,1=开户
kdhv,1=开会
kdhx,1=开花
kdhy,1=开荤
kdhn,1=哭爹喊娘
kdi,1=看得出
kdie,1=开车
kdih,1=开场
kdil,1=开创
kdir,1=开船
kdiu,1=开除
kdiy,1=开春
kdj,1=肯德基
kdji,1=开机
kdjl,1=开奖
kdjp,1=开解
kdjr,1=开卷
kdjt,1=开掘
kdju,1=开局
kdjv,1=看得见摸得着
kdjx,1=铠甲
kdjm,1=看得见
kdkz,1=开口
kdkd,1=开开
kdke,1=开课
kdkf,1=开垦
kdko,1=开阔
kdku,1=开裆裤
kdl,1=看到了
kdld,1=开来
kdle,1=开了
kdlh,1=开朗
kdli,1=开立
kdlk,1=凯迪拉克
kdlo,1=开罗
kdlq,1=开溜
kdlu,1=开路
kdmf,1=开门
kdmj,1=开满
kdmk,1=开明
kdmo,1=楷模
kdmu,1=开幕
kdpj,1=开盘
kdpc,1=开炮
kdpd,1=开拍
kdpi,1=开辟
kdpm,1=开篇
kdpn,1=开票
kdq,1=看得起
kdqc,1=夸大其词
kdqi,1=开启
kdql,1=开枪
kdqn,1=开窍
kdqq,1=开球
kdqu,1=开去
kdrj,1=慨然
kdsd,1=开赛
kdth,1=开膛
kdti,1=楷体
kdtj,1=慨叹
kdtk,1=开庭
kdto,1=开拓
kdtp,1=开帖
kdts,1=开通
kdtz,1=开头
kdu,1=看电视
kdue,1=开设
kdui,1=开始
kduj,1=开衫
kdur,1=开涮
kduu,1=楷书
kduv,1=开水
kdv,1=靠得住
kdva,1=开闸
kdvd,1=开斋
kdve,1=开着
kdvh,1=开张
kdvi,1=开支
kdvj,1=开展
kdvm,1=快刀斩乱麻
kdvu,1=克敌制胜
kdwh,1=开往
kdwd,1=开外
kdwu,1=开悟
kdww,1=开胃
kdxb,1=开心
kdxn,1=开销
kdxr,1=凯旋
kdxt,1=开学
kdxk,1=可读性
kdy,1=看电影
kdye,1=开业
kdyj,1=开眼
kdyk,1=慨当以慷
kdyr,1=开源
kdyz,1=揩油
kdzc,1=开凿
kdzv,1=开罪
keai,1=可爱
kebf,1=课本
kebi,1=可比
kebj,1=刻板
kebm,1=可变
kebn,1=课表
kebo,1=刻薄
kebp,1=可别
kebw,1=可悲
kecg,1=可曾
kech,1=客舱
kedn,1=磕掉
kedu,1=刻度
kedv,1=客队
kedz,1=蝌蚪
kefh,1=客房
kefj,1=客饭
kefu,1=克服
kefz,1=可否
kegr,1=客观
kegs,1=可供
kegu,1=刻骨
kegv,1=可贵
kehc,1=可好
kehf,1=可恨
kehj,1=可汗
kehr,1=科幻
kehu,1=客户
kehx,1=刻画
kehz,1=课后
keie,1=客车
keif,1=磕碜
keig,1=课程
keih,1=客场
keii,1=可耻
keir,1=客串
keji,1=科技
kejk,1=可敬
kejl,1=可将
kejm,1=可见
kejn,1=科教
kejq,1=可就
keju,1=科举
kejx,1=客家
kekc,1=可靠
keke,1=苛刻
kekj,1=可看
keks,1=可控
keku,1=刻苦
kekz,1=可口
kelm,1=可怜
kela,1=克拉
kele,1=可乐
keli,1=颗粒
kelq,1=客流
kels,1=克隆
kelu,1=刻录
kely,1=客轮
kemj,1=客满
kemu,1=科目
keng,1=可能
keni,1=可逆
kepa,1=可怕
kepg,1=磕碰
kepj,1=渴盼
kepn,1=客票
kepu,1=科普
keqb,1=可亲
keqi,1=客气
keqm,1=课前
keqq,1=渴求
kequ,1=可取
kerf,1=客人
kesi,1=渴死
kesr,1=可算
kesu,1=可塑
kesz,1=咳嗽
ketc,1=客套
keth,1=课堂
keti,1=课题
ketj,1=可叹
ketk,1=客厅
ketn,1=可调
ketz,1=磕头
keuh,1=客商
keue,1=客舍
keui,1=可是
keuv,1=瞌睡
keuz,1=恪守
kevi,1=克制
kevg,1=苛政
kevh,1=科长
kevj,1=客栈
kevo,1=课桌
kewd,1=课外
kewf,1=课文
kewh,1=渴望
kewu,1=可恶
keww,1=可谓
kexb,1=可信
kexi,1=可惜
kexk,1=可行
kexn,1=可笑
kexr,1=可选
kext,1=科学
keyc,1=可要
keyi,1=可以
keyj,1=科研
keyr,1=客源
keys,1=可用
keyu,1=可与
keyy,1=客运
keze,1=苛责
kezg,1=可憎
kezi,1=刻字
kfby,1=狂风暴雨
kfbq,1=口福不浅
kfdk,1=肯定
kfgj,1=肯干
kfgx,1=空腹高心
kfhl,1=垦荒
kfil,1=跨凤乘鸾
kflc,1=啃老
kfld,1=狂蜂浪蝶
kfq,1=开发区
kfqq,1=恳求
kfqp,1=恳切
kftj,1=恳谈
kfuh,1=开发商
kfww,1=肯为
kfxk,1=开放性
kfxf,1=口服心服
kfye,1=口服液
kfzi,1=孔夫子
kgbo,1=克格勃
kgdp,1=坑爹
kgdc,1=坑道
kggl,1=客观规律
kghd,1=坑害
kgii,1=吭哧
kgkq,1=可歌可泣
kgle,1=看过了
kgmg,1=坑蒙
kgmx,1=刻骨铭心
kgmj,1=开弓没有回头箭
kgpm,1=坑骗
kgql,1=铿锵
kgqi,1=吭气
kgqk,1=客观情况
kgrf,1=坑人
kgtj,1=客观条件
kgug,1=吭声
kguu,1=客观事实
kguz,1=口干舌燥
kgwa,1=坑洼
kgxk,1=客观性
kgyy,1=客观原因
kgys,1=客观因素
khai,1=抗癌
khbm,1=抗辩
khbd,1=葵花宝典
khdr,1=客户端
khdk,1=康定
khdd,1=宽宏大度
khdl,1=宽宏大量
khdp,1=抗跌
khdu,1=抗毒
khev,1=口惠而实不至
khff,1=亢奋
khfu,1=康复
khha,1=苦哈哈
khhg,1=抗衡
khhj,1=抗旱
khhs,1=抗洪
khiy,1=开怀畅饮
khjg,1=开花结果
khji,1=抗击
khju,1=抗拒
khjz,1=抗洪救灾
khkd,1=慷慨
khli,1=伉俪
khle,1=康乐
khlv,1=狂轰滥炸
khmk,1=抗命
khqi,1=扛起
khql,1=扛枪
khri,1=抗日
khsu,1=抗诉
khti,1=抗体
khtz,1=炕头
khve,1=扛着
khvj,1=抗战
khvf,1=抗震
khvg,1=抗争
khwb,1=苦海无边
khxi,1=康熙
khyi,1=抗议
khya,1=抗压
khzi,1=葵花籽
khzd,1=抗灾
khzz,1=扛走
khpm,1=科幻片
kibd,1=开场白
kibg,1=开诚布公
kibx,1=口出不逊
kibq,1=口齿不清
kiji,1=空城计
kiky,1=口出狂言
kild,1=看出来
kile,1=看穿了
kill,1=口齿伶俐
kivj,1=可乘之机
kixk,1=开创性
kjbc,1=看报
kjba,1=看吧
kjbk,1=看病
kjbi,1=堪比
kjbl,1=看家本领
kjce,1=勘测
kjco,1=看错
kjcy,1=抗拒从严
kjdc,1=看到
kjda,1=看打
kjdd,1=看待
kjdg,1=刊登
kjdi,1=看低
kjdj,1=看淡
kjdm,1=看点
kjdn,1=砍掉
kjdp,1=看跌
kjdr,1=砍断
kjds,1=看懂
kjfa,1=看法
kjfg,1=克己奉公
kjfu,1=快捷方式
kjgo,1=看过
kjgr,1=看管
